,id,LOCATION,TIME,GENDER,Population (% of total),EDU_TERTIARY_PC_WKGPOP,CPI_AGRWTH,GDP_USD_CAP,GOV_SPEND_EDU,%_Sanitation_Access,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM],Population ages 00-04 (as % of specified gender population),Population ages 05-09 (as % of specified gender population),Population ages 10-14 (as % of specified gender population),Population ages 15-19 (as % of specified gender population),Population ages 20-24 (as % of specified gender population),Population ages 25-29 (as % of specified gender population),Population ages 30-34 (as % of specified gender population),Population ages 35-39 (as % of specified gender population),Population ages 40-44 (as % of specified gender population),Population ages 45-49 (as % of specified gender population),Population ages 50-54 (as % of specified gender population),Population ages 55-59 (as % of specified gender population),Population ages 60-64 (as % of specified gender population),Population ages 65-69 (as % of specified gender population),Population ages 70-74 (as % of specified gender population),Population ages 75-79 (as % of specified gender population),Population ages 80 and older (as % of specified gender population),TER_Enrolment_rate,"GNI per capita, Atlas method (current US$)",Quality_of_life_measure,HDI,LIFE_SAT,LIFE_SAT_NORM,LIFE_EXP,Numbeo_QoL,Numbeo_QoL_norm
177,202,CHL,2012,WOMEN,50.49672887,,,,4.575059891,98.8,95.18973827,99.81681824,99.97544861,99.99508265,4.237429395,25421.0,36.45,307703.9038,30.327648200000002,69751.0,1014598.632,6.928589937999999,6.988366699,7.259633067999999,7.720606279,8.083351114,7.722333798999999,7.104774075,6.9857124960000005,7.185750135,6.9106397489999996,6.205903198,5.466044226,4.359550639,3.472417744,2.690366103,2.015432129,2.90052861,84.40434265,14410,0.524382618,0.831,,,79.7,21.04,0.26842524820639174
178,203,CHL,2013,MEN,49.50936215,21.040022,1.92822,22352.530730000002,4.558400154,99.0,95.89003883,98.0,99.6,99.8,4.2382786889999995,26060.0,35.67,328635.735,30.17799842,73065.0,1088991.16,7.192997857999999,7.329861826,7.5441043070000005,8.031762434,8.459541852000001,8.251186615,7.476198589,7.132193845,7.220317446,7.026477909,6.2620152120000006,5.393525257,4.2616592010000005,3.0903289469999997,2.2550689580000003,1.451408087,1.621351658,78.90206909,15360,0.579497481,0.841,6.7,0.65625,80.0,72.56,0.45510544242336404
179,204,CHL,2013,WOMEN,50.49063785,21.132866,1.92822,22352.530730000002,4.558400154,99.0,95.89003883,98.0,99.6,99.8,4.2382786889999995,26060.0,35.67,328635.735,30.17799842,73065.0,1088991.16,6.79180431,6.927494091,7.1242352,7.570035786,7.976027685,7.813605974,7.145103571,6.909030119,7.083417119,6.963775569,6.2841811729999995,5.540495926,4.549713281,3.512929487,2.7930614030000003,2.03074206,2.984347247,88.95982361,15360,0.528882074,0.841,6.4,0.5625,80.0,72.56,0.45510544242336404
180,205,CHL,2014,MEN,49.51574036,,,,4.750120163,99.0,96.58954702,100.0,100.0,100,3.881573707,30358.0,41.18,267714.7424,26.41527897,73719.0,1013484.441,7.050196402999999,7.272059339,7.4127559839999995,7.875102289,8.33664599,8.327060594,7.551251197999999,7.090131732000001,7.122683095,7.058371508,6.343800869,5.475095685,4.438818056000001,3.163432952,2.345463866,1.482583301,1.6545471409999999,81.25270844,15140,0.577759568,0.845,,,,69.32,0.44336546126530907
181,206,CHL,2014,WOMEN,50.48425964,,,,4.750120163,99.0,96.58954702,100.0,100.0,100,3.881573707,30358.0,41.18,267714.7424,26.41527897,73719.0,1013484.441,6.657951907,6.874141522,7.001140551000001,7.41886648,7.8514368889999995,7.87521055,7.203047977000001,6.854472586,6.977715511,6.990209615,6.360904857,5.61320412,4.728450594,3.579768952,2.889579332,2.063349045,3.060549511,92.27861023,15140,0.534633193,0.845,,,,69.32,0.44336546126530907
182,207,CHL,2015,MEN,49.52242857,22.454159,4.348867,22293.50513,4.923240185,99.1,,,,,,,,,,,,6.932952516,7.2027299,7.298608812,7.71853662,8.206207187999999,8.355448159,7.638629947999999,7.075088399,7.033753833,7.055512458,6.42293218,5.563966718,4.5906945839999995,3.27309279,2.422528384,1.533175877,1.6761416340000002,83.045578,14340,0.577978648,0.847,,,,65.48,0.42945140952242916
183,208,CHL,2015,WOMEN,50.47757143,22.493267000000003,4.348867,22293.50513,4.923240185,99.1,,,,,,,,,,,,6.547945606,6.810198021000001,6.895418345,7.2687884270000005,7.720229739,7.89108305,7.272558152,6.825310381,6.8795029670000005,6.98063867,6.433091673,5.692519137000001,4.877834697,3.6857316239999998,2.9703314830000003,2.118351301,3.1304667289999997,94.40453339,14340,0.534056895,0.847,,,,65.48,0.42945140952242916
184,209,COL,2007,MEN,49.35362417,,,,4.059380054,78.0,84.35157686,85.17021179,95.88293457,99.61387796,2.589646033,45026.0,81.53,262620.0491,29.66093115,55224.0,885407.2981,9.5592791,9.499810027,9.834478812,9.873254255,9.523750163999999,8.723730402000001,7.544668356,7.281386202999999,6.8421990610000005,5.701245805,4.670162392,3.613618326,2.534079309,1.7821498630000001,1.288347427,0.8741232320000001,0.8537172670000001,31.21619034,4070,0.532845782,0.6829999999999999,,,72.8,,
185,210,COL,2007,WOMEN,50.64637583,,,,4.059380054,78.0,84.35157686,85.17021179,95.88293457,99.61387796,2.589646033,45026.0,81.53,262620.0491,29.66093115,55224.0,885407.2981,8.925109032,8.886486816,9.208550708999999,9.30437207,9.127012449,8.56895258,7.600407082,7.477385536,7.115778368,6.0076011010000006,4.9948046889999995,3.9437731730000003,2.837491421,2.066528813,1.563407711,1.118393465,1.253944983,34.08842087,4070,0.47682012,0.6829999999999999,,,72.8,,
186,211,COL,2008,MEN,49.33808729,,,,3.9105100630000003,78.4,85.33196449,87.470664,96.806763,99.713281,2.618370278,46994.0,84.01,268983.2963,28.95924046,55938.0,928834.0856,9.317572015,9.401996365,9.61650364,9.795079897,9.44859384,8.782461655,7.652819337,7.104907422999999,6.93317431,5.841638732000001,4.764787025,3.7611109110000003,2.662348505,1.831380517,1.313414128,0.890055554,0.8821561459999999,35.39369965,4660,0.53467444,0.691,,,73.0,,
187,212,COL,2008,WOMEN,50.66191271,,,,3.9105100630000003,78.4,85.33196449,87.470664,96.806763,99.713281,2.618370278,46994.0,84.01,268983.2963,28.95924046,55938.0,928834.0856,8.696319792,8.786543191,8.997713598999999,9.218480463999999,9.039901962,8.608755969,7.696059505,7.2904410539999995,7.203958646,6.1484407029999995,5.090645635,4.096724373,2.97864263,2.120139991,1.5929151330000002,1.140329873,1.293987479,35.09326172,4660,0.480648953,0.691,,,73.0,,
188,213,COL,2009,MEN,49.32252224,,,,4.744110107,78.9,86.31088138,84.540784,96.057229,99.607048,2.670256737,41649.0,72.88,263382.9912,29.55460943,57149.0,891173.9871,9.071229251,9.319532808,9.412419526,9.700075052,9.373214876,8.819291831000001,7.767025095,6.965789546,6.9747715260000005,5.97800379,4.867769349,3.9014519560000003,2.798065606,1.896197944,1.3432927369999998,0.907546132,0.9043229759999999,36.1644516,5090,0.541799906,0.695,,,73.2,,
189,214,COL,2009,WOMEN,50.67747776,,,,4.744110107,78.9,86.31088138,84.540784,96.057229,99.607048,2.670256737,41649.0,72.88,263382.9912,29.55460943,57149.0,891173.9871,8.463813056000001,8.701402295,8.79959148,9.114488573,8.950557515,8.628096045,7.798256438999999,7.140933307,7.242268161,6.285007243,5.194402986,4.241460845,3.126608001,2.1911060730000003,1.627718522,1.164562233,1.329727227,38.02067184,5090,0.493531228,0.695,,,73.2,,
190,215,COL,2010,MEN,49.30712955,,,,4.825489998,79.3,87.28847653,86.84958,96.788995,99.771476,2.610023951,42857.0,72.12,254152.9866,27.93153355,59424.0,909914.1876,8.859205736,9.213418671,9.243920991,9.575502318,9.305588148,8.831026645,7.861736597999999,6.897534687,6.952673836000001,6.102464737999999,4.985004793,4.030060464,2.936897255,1.9790731830000001,1.37836829,0.926778488,0.9207451590000001,37.58877945,5540,0.546811379,0.7,,,73.4,,
191,216,COL,2010,WOMEN,50.69287045,,,,4.825489998,79.3,87.28847653,86.84958,96.788995,99.771476,2.610023951,42857.0,72.12,254152.9866,27.93153355,59424.0,909914.1876,8.262163927000001,8.596301953,8.634111472,8.981876563,8.866759659,8.623306911,7.8806447870000005,7.06334742,7.216235178,6.409510385,5.312381335,4.373690538,3.275882712,2.282382934,1.668138278,1.190903187,1.362362761,41.28762054,5540,0.503641848,0.7,,,73.4,,
192,217,COL,2011,MEN,49.29192803,,,,4.459050179,79.8,88.26489076,86.35929,96.6936,99.788503,2.452509973,50918.0,83.47,274779.3139,26.78103797,61005.0,1026021.897,8.633499301,9.088656506,9.111069882,9.416874531,9.242949011,8.829851311,7.961390939,6.906104351000001,6.88236637,6.220496377999999,5.109886742,4.14014869,3.069806189,2.068448096,1.41073553,0.94484596,0.962870213,41.48701859,6180,0.555023581,0.7070000000000001,,,73.6,,
193,218,COL,2011,WOMEN,50.70807197,,,,4.459050179,79.8,88.26489076,86.35929,96.6936,99.788503,2.452509973,50918.0,83.47,274779.3139,26.78103797,61005.0,1026021.897,8.046339102000001,8.474238756,8.505787395,8.830873504,8.795717,8.60314877,7.959724832000001,7.057584211,7.137683926,6.527257722000001,5.439607369,4.488507716,3.419032676,2.382126167,1.7039366830000002,1.211847619,1.4165865519999998,45.58348846,6180,0.512950288,0.7070000000000001,,,73.6,,
194,219,COL,2012,MEN,49.27684336,,,,4.386889935,80.2,89.24027756,87.858058,97.032176,99.726102,2.3793138330000003,49590.0,79.55,270485.4397,26.64429522,62338.0,1015172.056,8.454469022,8.938008964,9.0104365,9.230013309,9.186349877,8.796162328,8.047871433,6.977543785,6.751123326,6.335612977,5.244018506000001,4.23797614,3.207593585,2.1725100790000003,1.446897158,0.964612535,0.9988004779999999,43.45344162,7140,0.559971284,0.7120000000000001,,,73.8,23.38,0.2769041234872092
195,220,COL,2012,WOMEN,50.72315664,,,,4.386889935,80.2,89.24027756,87.858058,97.032176,99.726102,2.3793138330000003,49590.0,79.55,270485.4397,26.64429522,62338.0,1015172.056,7.874274951,8.328501494,8.405377782999999,8.652369300000002,8.73058286,8.553133664,8.026109931,7.116172389,6.996234277,6.641441017000001,5.575820685,4.589801648,3.5656451430000002,2.499305712,1.744399145,1.235592582,1.465237418,49.06687927,7140,0.522114257,0.7120000000000001,,,73.8,23.38,0.2769041234872092
196,221,COL,2013,MEN,49.26175226,,,,4.906680107,80.6,90.21478370000001,90.52792,97.779418,99.820229,2.420419477,51399.0,74.0,253622.3136,24.47229805,69459.0,1036364.926,8.311651715,8.761630604,8.930985843,9.035462379,9.127247027000001,8.741259266,8.116702598,7.090434806,6.5978008820000005,6.430863962,5.382676936,4.332178786,3.346104832,2.288141622,1.491142498,0.98715448,1.028561765,46.75712967,7760,0.560434368,0.72,,,74.0,35.05,0.31918979636205524
197,222,COL,2013,WOMEN,50.73824774,,,,4.906680107,80.6,90.21478370000001,90.52792,97.779418,99.820229,2.420419477,51399.0,74.0,253622.3136,24.47229805,69459.0,1036364.926,7.735910245,8.159593689,8.323795845,8.464297906,8.662532784,8.483976521,8.076054286,7.217268224,6.831326756,6.7347779029999995,5.716185837,4.68635777,3.711652304,2.6295866119999998,1.794317472,1.263240498,1.509125349,53.55895996,7760,0.5248846420000001,0.72,,,74.0,35.05,0.31918979636205524
198,223,COL,2014,MEN,49.24654084,20.628479000000002,2.898838,13431.517619999999,4.65941,81.1,5.353355413,5.353355413,5.353355413,99.838367,2.343102782,51914.0,74.25,258982.9398,24.5170199,69920.0,1056339.395,8.178850987999999,8.573261882999999,8.850107502,8.863338375,9.05099669,8.683315217999999,8.165059268,7.210422427,6.480519237999999,6.48215504,5.5195558810000005,4.435992378,3.479796214,2.411549762,1.5493080959999999,1.013313258,1.052457779,49.53564835,7970,0.5378554870000001,0.7240000000000001,,,,36.53,0.3245525038046235
199,224,COL,2014,WOMEN,50.75345916,23.951704,2.898838,13431.517619999999,4.65941,81.1,5.353355413,5.353355413,5.353355413,99.838367,2.343102782,51914.0,74.25,258982.9398,24.5170199,69920.0,1056339.395,7.606944677,7.980274279,8.240753666,8.293961019,8.577399631,8.412727285,8.107290034,7.32546434,6.702242402,6.7825522760000005,5.854119835,4.791898069,3.851769575,2.767359528,1.8604763530000001,1.295639858,1.549127174,57.14535141,7970,0.502294895,0.7240000000000001,,,,36.53,0.3245525038046235
200,225,COL,2015,MEN,49.231128000000005,19.608345,4.989829,13833.175619999998,4.490990162,81.1,,,,,,,,,,,,8.039384194,8.393884904,8.747720168999999,8.729277254,8.949636185,8.633086859,8.191353982999999,7.315081769,6.4324120229999995,6.477615907000001,5.649209353,4.5561033769999995,3.605587795,2.540181991,1.6242442419999998,1.043905215,1.0713147809999999,51.53984833,7130,0.568477248,0.727,,,,47.71,0.36506268570186245
201,226,COL,2015,WOMEN,50.768871999999995,23.391415,4.989829,13833.175619999998,4.490990162,81.1,,,,,,,,,,,,7.471637218,7.809980809,8.138024287,8.156451769,8.467448193,8.348845785,8.118244967,7.417829136,6.643205117000001,6.77257731,5.983940727999999,4.9134600619999995,3.982990683,2.9088792480000003,1.946169945,1.333578706,1.586736036,59.91355896,7130,0.534904441,0.727,,,,47.71,0.36506268570186245
202,227,COL,2016,MEN,49.21549008,20.174047,7.513461,14129.585659999999,,,,,,,,,,,,,,7.917502696000001,8.23598639,8.622058235,8.61546814,8.817961142,8.594077475,8.204827516,7.418438694,6.448466852999999,6.419617436,5.766082934,4.67727221,3.7095805910000004,2.660268678,1.702817182,1.0728408090000001,1.116733017,,6310,0.565751892,,,,,128.46,0.6576563519095586
203,228,COL,2016,WOMEN,50.78450992,24.191235,7.513461,14129.585659999999,,,,,,,,,,,,,,7.350295792000001,7.659138042,8.018036128,8.047965213,8.337449679,8.294585725,8.11121494,7.5032073089999995,6.647105982999999,6.7074498170000005,6.102311654,5.03848346,4.093266717,3.0409406810000004,2.036197639,1.3664660780000002,1.645885143,,6310,0.5341727510000001,,,,,128.46,0.6576563519095586
204,229,CZE,1998,MEN,48.62904863,12.322417999999999,10.698369999999999,14893.40916,3.607929945,99.1,,100.0,100.0,100,8.589488312,1983.0,3.07,51734.614089999995,5.149519809,64624.0,1004649.288,5.085062111,6.390902858,6.677324911,7.877851422000001,9.229586627,7.923865397,6.734155157999999,6.837557124,7.409803646,8.20879349,7.408568638999999,5.309235821000001,4.113051754,3.9825991480000003,3.33736769,2.02714466,1.447129545,24.15654945,6070,0.140374327,0.802,,,,,
205,230,CZE,1998,WOMEN,51.37095137,8.480490699999999,10.698369999999999,14893.40916,3.607929945,99.1,,100.0,100.0,100,8.589488312,1983.0,3.07,51734.614089999995,5.149519809,64624.0,1004649.288,4.557298001,5.736098116,6.0041777970000005,7.1090990210000005,8.364663036,7.215561557000001,6.147296934,6.296732924,6.951403982,7.85081065,7.269320801,5.467980722999999,4.603910716000001,4.8924306,4.857885902,3.4108552569999997,3.2644739830000002,23.42366982,6070,0.219732084,0.802,,,,,
206,231,CZE,1999,MEN,48.63931592,12.623038000000001,2.135448,15325.70992,3.688790083,99.1,,100.0,100.0,100,7.886745542000001,2358.0,3.68,52729.81147,5.456365622000001,64159.0,966390.7283,4.7957485669999995,6.255228815,6.67766322,7.421795676,9.262458294,8.320363943,6.804610972000001,6.842850891,7.18689047,8.121444555,7.6784439760000005,5.686976046,4.065978521,3.9683739719999997,3.2684258760000002,2.268921778,1.373824427,25.11631012,6070,0.15163195699999998,0.8109999999999999,,,,,
207,232,CZE,1999,WOMEN,51.36068408,9.0652227,2.135448,15325.70992,3.688790083,99.1,,100.0,100.0,100,7.886745542000001,2358.0,3.68,52729.81147,5.456365622000001,64159.0,966390.7283,4.298065124,5.615890832000001,6.004286712000001,6.698109857,8.391202304,7.578914638,6.2167143220000005,6.291843233,6.731452207999999,7.75983231,7.529080575,5.82982971,4.539697988,4.845975342,4.6879722710000005,3.865748017,3.115384557,25.98109055,6070,0.22763203399999998,0.8109999999999999,,,,,
208,233,CZE,2000,MEN,48.64686017,12.656393,3.7753879999999995,16160.74341,3.665359974,99.1,93.51978749,100.0,100.0,100,7.949793262000001,2284.0,3.13,48272.79821,4.857910436,72911.0,993694.6933,4.592472252,6.093023339,6.644589887,7.084240907000001,9.143230899,8.65441456,6.978298736,6.835597449,7.016576164,7.989494085,7.873982557000001,6.053467334,4.139256318999999,3.9188214869999998,3.237838876,2.394436907,1.350258243,27.91579056,6310,0.145672758,0.821,,,74.7,,
209,234,CZE,2000,WOMEN,51.35313983,9.284236,3.7753879999999995,16160.74341,3.665359974,99.1,93.51978749,100.0,100.0,100,7.949793262000001,2284.0,3.13,48272.79821,4.857910436,72911.0,993694.6933,4.116387769,5.471945066,5.974573176,6.393382622000001,8.28173442,7.883363935,6.380154072000001,6.278829817,6.558521853999999,7.623864833,7.71432616,6.182217877,4.591631457,4.764492075,4.586464942,4.120683736,3.07742619,28.95116043,6310,0.221657264,0.821,,,74.7,,
210,235,CZE,2001,MEN,48.649467,12.883037,4.662675,17556.067890000002,3.760720015,99.1,94.35914159,100.0,100.0,100,7.922713309,2577.0,3.47,53815.42455,5.286178177,74234.0,1018040.307,4.295155023,5.896552373,6.601191222000001,6.872139969,8.893698996,8.945511264,7.249875222000001,6.825631003,6.902979175,7.809323647,7.986614062999999,6.400646322999999,4.3071625010000005,3.8328470969999997,3.230792137,2.4570902759999997,1.492789709,29.32019997,6310,0.14977809,0.828,,,,,
211,236,CZE,2001,WOMEN,51.350533,9.393425,4.662675,17556.067890000002,3.760720015,99.1,94.35914159,100.0,100.0,100,7.922713309,2577.0,3.47,53815.42455,5.286178177,74234.0,1018040.307,3.848819885,5.296457286,5.936293564,6.203740465,8.056434974,8.145944177,6.631264933,6.267483303,6.4396193020000005,7.446763732999999,7.825618402000001,6.525791581,4.742053854,4.642969954,4.499804524,4.18503397,3.305906091,30.81781006,6310,0.22126784,0.828,,,,,
212,237,CZE,2002,MEN,48.64858433,13.769989,1.902981,18182.35455,3.9898900989999997,99.1,95.12251019,100.0,100.0,100,7.878283576,2998.0,3.94,56804.668829999995,5.754919659,75995.0,987062.7603,4.261614255,5.613389354,6.531434355,6.766815086,8.46801228,9.175237145,7.601654803,6.792137562000001,6.845449092000001,7.572583077000001,8.015415633,6.7339740610000005,4.567228266,3.711176214,3.24270039,2.4505660369999998,1.650612391,32.92623901,6620,0.152570843,0.833,,,,,
213,238,CZE,2002,WOMEN,51.35141567,10.125204,1.902981,18182.35455,3.9898900989999997,99.1,95.12251019,100.0,100.0,100,7.878283576,2998.0,3.94,56804.668829999995,5.754919659,75995.0,987062.7603,3.82024286,5.043354221,5.875394367,6.110086481000001,7.675017142000001,8.352539617,6.955498531,6.238962006,6.372320158,7.21410432,7.850561373,6.8561779529999995,4.990721342,4.491763173,4.453850786,4.114861618,3.5845440539999998,36.19092178,6620,0.225200378,0.833,,,,,
214,239,CZE,2003,MEN,48.65177941,13.568788,0.1187392,19410.183419999998,4.151770115,99.1,95.88338509,100.0,100.0,100,7.956665584,1879.0,2.27,57982.42296,5.601397495,82816.0,1035142.087,4.408894431,5.259988329,6.43746403,6.737207746,7.95380751,9.316645753,7.997086873,6.774384639,6.829146282000001,7.315617567,7.974162461000001,7.037493457999999,4.889785167,3.601381005,3.2579765210000002,2.414410342,1.794547884,35.79312897,8050,0.149675905,0.8390000000000001,,,,,
215,240,CZE,2003,WOMEN,51.34822059,10.454591,0.1187392,19410.183419999998,4.151770115,99.1,95.88338509,100.0,100.0,100,7.956665584,1879.0,2.27,57982.42296,5.601397495,82816.0,1035142.087,3.9553910130000003,4.726852217,5.7933862529999995,6.083609041,7.215247775,8.479435341,7.318696346,6.227683857000001,6.344179996,6.959774121000001,7.801931839,7.15579195,5.308895455,4.354616148,4.427043461,3.985480302,3.861984885,38.45072174,8050,0.223390306,0.8390000000000001,,,,,
216,241,CZE,2004,MEN,48.66940364,13.931434,2.7601080000000002,20786.587369999997,4.017439842,99.1,96.61553241,100.0,100.0,100,7.762594438,2741.0,3.27,63773.764279999996,6.083174357000001,83790.0,1048363.248,4.618839075,4.896855138,6.304734099,6.721507367,7.484240572999999,9.333694523,8.37866771,6.832974651000001,6.823964965,7.088416332,7.883175062,7.290301544,5.23364486,3.56928078,3.25362068,2.388349612,1.89773303,41.81681824,10220,0.160459013,0.84,,,,,
217,242,CZE,2004,WOMEN,51.33059636,10.768107,2.7601080000000002,20786.587369999997,4.017439842,99.1,96.61553241,100.0,100.0,100,7.762594438,2741.0,3.27,63773.764279999996,6.083174357000001,83790.0,1048363.248,4.147302358999999,4.401163694,5.676311292,6.068585369,6.795314096,8.49481328,7.667761475,6.286316697,6.328668142000001,6.730036554,7.700409758999999,7.402427578999999,5.652624163,4.296750069,4.3885876360000005,3.879951728,4.082976108,45.92295074,10220,0.233050105,0.84,,,,,
218,243,CZE,2005,MEN,48.70781172,14.475264000000001,1.857098,21907.30559,3.896270037,99.1,97.32805006,100.0,100.0,100,7.205642547,3132.0,3.82,66325.58153,6.380456127,81931.0,1039511.599,4.81363585,4.613096876,6.105751286,6.676526833,7.139507678999999,9.206500105,8.703571575,6.999450619,6.811260203,6.919615293,7.754754045,7.4768014229999995,5.5724216879999995,3.6477478889999997,3.221272342,2.386413785,1.951672509,44.91783905,12390,0.161469371,0.847,,,76.2,,
219,244,CZE,2005,WOMEN,51.29218828,11.645926,1.857098,21907.30559,3.896270037,99.1,97.32805006,100.0,100.0,100,7.205642547,3132.0,3.82,66325.58153,6.380456127,81931.0,1039511.599,4.325757439,4.146840009,5.498736612,6.02682241,6.486222465,8.381124154,7.9637261729999995,6.442034763,6.309281603,6.552190427,7.559575,7.579416703,5.991073134,4.353543426,4.325187275,3.8304940760000004,4.227974331,52.12118912,12390,0.231772967,0.847,,,76.2,,
220,245,CZE,2006,MEN,48.77064482,14.761486999999999,2.533993,23715.3193,4.220459938,99.1,98.02717343,100.0,100.0,100,6.8995375910000005,3520.0,4.21,71344.4662,6.815812039,83654.0,1046749.321,5.14241798,4.423817431,5.812875557000001,6.644008808,6.96239353,8.930939326,8.956464259,7.254337447,6.779557754,6.778621972000001,7.527665285,7.521493109,5.8492316639999995,3.7889394610000005,3.1465752389999997,2.3920167880000003,2.088644391,45.36233902,13930,0.166983388,0.851,,,76.4,,
221,246,CZE,2006,WOMEN,51.22935518,12.281507000000001,2.533993,23715.3193,4.220459938,99.1,98.02717343,100.0,100.0,100,6.8995375910000005,3520.0,4.21,71344.4662,6.815812039,83654.0,1046749.321,4.638491815,3.988005485,5.252945319,6.002488747999999,6.308132785,8.122587426,8.179584116000001,6.660898129,6.27348365,6.406299016,7.341541337000001,7.636513895,6.28553882,4.48359426,4.203159933,3.765477672,4.451257595,55.30393982,13930,0.23723654100000002,0.851,,,76.4,,
222,247,CZE,2007,MEN,48.852768,14.830604999999998,2.853124,26059.99782,3.876840115,99.1,98.70056109999999,100.0,100.0,100,6.543270817000001,3410.0,3.89,78428.90627,7.658254009,87764.0,1024109.493,5.362768793,4.3644243,5.453766357999999,6.582401022999999,6.907849746,8.529401068,9.16332047,7.599877932,6.747497172,6.713442262,7.275140746,7.5086234229999995,6.123321862,4.009308474,3.051343657,2.414439756,2.193072959,47.99644089,15740,0.169014127,0.856,,,76.7,,
223,248,CZE,2007,WOMEN,51.147232,12.63084,2.853124,26059.99782,3.876840115,99.1,98.70056109999999,100.0,100.0,100,6.543270817000001,3410.0,3.89,78428.90627,7.658254009,87764.0,1024109.493,4.854048552,3.946345022,4.944041121000001,5.960596582999999,6.246054448,7.74557192,8.355263555,6.959935089,6.2340290089999995,6.328023765,7.091082222000001,7.627564043,6.576650185,4.710196364,4.066976975,3.736966463,4.616654685,60.83900833,15740,0.239200583,0.856,,,76.7,,
224,249,CZE,2008,MEN,48.94211283,15.249544,6.358664,27724.41877,3.748389959,99.1,99.28994915,100.0,100.0,100,6.224910189,3731.0,4.49,79842.98173,7.8449637260000005,83166.0,1017761.0059999999,5.496071252999999,4.4365071060000005,5.066267108,6.46770265,6.92438058,8.081678273,9.291390627,7.989687994,6.7453788260000005,6.698766236,7.023505838999999,7.4449401029999995,6.374987112,4.277851806,2.972777699,2.440476821,2.267629967,50.41925049,18300,0.17844021699999998,0.858,,,76.9,,
225,250,CZE,2008,WOMEN,51.05788717,13.740888,6.358664,27724.41877,3.748389959,99.1,99.28994915,100.0,100.0,100,6.224910189,3731.0,4.49,79842.98173,7.8449637260000005,83166.0,1017761.0059999999,4.991441461,4.025500877,4.60426856,5.877207981000001,6.257748249,7.320810872000001,8.462337731,7.299090409,6.217031775,6.296228794,6.833021117,7.559303817999999,6.842058784,4.999896659,3.9525419139999998,3.7262244539999996,4.735286547,66.29794312,18300,0.247400805,0.858,,,76.9,,
226,251,CZE,2009,MEN,49.02210322,16.176504,1.019377,27469.26687,4.182360172,99.1,99.70689763,100.0,100.0,100,6.129395811,4654.0,5.7,85046.10733,8.684377588,81697.0,979299.9725,5.582867182999999,4.5944549089999995,4.723090698,6.278605317999999,6.93435023,7.69774227,9.30365691,8.357241409,6.819719849,6.697386493,6.809235244,7.340526537000001,6.577134497,4.557223863,2.959848633,2.450285175,2.3166307809999998,51.72998047,18650,0.188077697,0.8590000000000001,,,77.1,,
227,252,CZE,2009,WOMEN,50.97789678,14.90211,1.019377,27469.26687,4.182360172,99.1,99.70689763,100.0,100.0,100,6.129395811,4654.0,5.7,85046.10733,8.684377588,81697.0,979299.9725,5.086820507,4.184702052,4.3009391,5.729098469,6.274125641,6.951476737999999,8.465476437000001,7.619194414,6.265184328999999,6.276276792999999,6.603158415,7.443192744,7.053160772000001,5.306967564,3.913226631,3.7075203539999997,4.81947904,71.12631226,18650,0.254749345,0.8590000000000001,,,77.1,,
228,253,CZE,2010,MEN,49.08187279,17.254253,1.4727270000000001,27581.6026,4.077280045,99.1,99.91666196,100.0,100.0,100,6.311937447999999,5902.0,6.92,96386.56215,9.736711357999999,85319.0,989929.3366,5.646781552,4.7603301689999995,4.490287554,6.015308022999999,6.889809077000001,7.437107046,9.191755588,8.660700784,6.99384268,6.692261254,6.655095345,7.206434767999999,6.7157751679999995,4.827777978,3.034861312,2.43769296,2.34417874,53.69688034,19210,0.187665654,0.861,,,77.3,,
229,254,CZE,2010,WOMEN,50.91812721,16.267406,1.4727270000000001,27581.6026,4.077280045,99.1,99.91666196,100.0,100.0,100,6.311937447999999,5902.0,6.92,96386.56215,9.736711357999999,85319.0,989929.3366,5.160470534,4.352157803,4.09725923,5.5120162079999995,6.249535171000001,6.697746585,8.353571441,7.882731372,6.401877842999999,6.250150282999999,6.425475766,7.291198925,7.194104471,5.603854253,3.976976927,3.671508714,4.879364474,74.97141266,19210,0.25770618100000003,0.861,,,77.3,,
230,255,CZE,2011,MEN,49.1177215,18.417831,1.9172189999999998,28795.81603,4.276120186,99.1,99.98107027,100.0,100.0,100,5.968028048,7248.0,8.34,100471.7277,10.47894458,86860.0,958796.2499,5.732085919,4.920217479,4.387845995,5.7137468810000005,6.773712453,7.216507753999999,8.950413707000001,8.897843083,7.228143026000001,6.671460757999999,6.5457458829999995,7.042903332000001,6.796308767999999,5.091336885,3.165468208,2.398676815,2.4675830530000002,54.60110855,19420,0.195737868,0.8640000000000001,,,77.4,,
